English,Bulgarian
firstborn,първороден
Jolene,Джолийн
rodents,гризачи
gumbo,гумбо
unicorns,еднорози
watt,ват
ponder,размишлявам
subjective,субективен
buildup,изградят
sulk,цупи се
packaging,опаковка
mislead,заблуждавам
fibre,фибри
gout,подагра
combed,сресана
Pryce,Прайс
Remo,Ремо
measly,мижав
mala,мала
hurricanes,урагани
Aztec,ацтеки
amiss,лошо
expires,изтича
overgrown,обрасъл
vastly,в голяма степен
Gita,Гита
mending,поправяне
reps,повторения
centurion,центурион
chimpanzee,шимпанзе
kits,комплекти
rump,задница
croak,гракане
vs,срещу
Bakersfield,Бейкърсфийлд
centipede,стоножка
scams,измами
trampoline,батут
yuk,yuk
snoopy,сноупи
iodine,йод
stills,снимки
bla,бла
cooker,готварска печка
Durham,Дърам
hasta,хаста
coached,треньор
creditors,кредитори
landings,кацания
gusto,наслада
orbits,орбити
deejay,диджей
carbs,въглехидрати
rubies,рубини
sheds,навеси
retake,повторно вземане
Amin,Амин
dreamers,мечтатели
upped,повдигнат
boundless,безграничен
ripples,вълнички
toolbox,кутия за инструменти
thrashed,бити
kevlar,кевлар
separatists,сепаратисти
Yue,Юе
spaceman,космонавт
matey,приятелю
Soto,Сото
spectre,призрак
pushover,натискане
ghoul,таласъм
Kaylie,Кейли
trendy,в крак с модата
toothpick,клечка за зъби
hubba,хубба
Osiris,Озирис
squatting,клякане
Esmeralda,Есмералда
disputes,спорове
archaeological,археологически
Enrico,Енрико
surly,навъсен
Maris,Марис
blended,смесен
whiplash,камшичен удар
Ogden,Огдън
wasps,оси
roped,въже
Aphrodite,Афродита
givens,дадености
grazed,паша
wouldn´t,не би
déjà,дежа
archery,стрелба с лък
ilya,Иля
skips,пропуска
populations,популации
suites,апартаменти
hellish,адски
jove,юпип
statistical,статистически
loins,слабините
Nanna,Нана
obeying,подчинявайки се
matchmaker,сватовник
consultants,консултанти
efficiently,ефективно
outlive,надживявам
prematurely,преждевременно
cleavage,разцепване
tycoon,магнат
ethic,етика
Sancho,Санчо
Gibraltar,Гибралтар
kilometer,километър
faxed,изпратено по факс
prowess,мъжество
whoring,блудство
Martina,Мартина
gingerbread,меденки
chests,сандъци
spooks,призраци
scrotum,скротум
1970s,1970 г
padded,подплатени
outhouse,пристройка
figment,измислица
mince,кайма
Pierrot,Пиеро
decaying,разлагащ се
dreadfully,ужасно
vole,полевка
Darrow,Дароу
nami,нами
quint,петорка
seer,гледач
contests,състезания
Superboy,Супер момче
Winthrop,Уинтроп
grits,песъчинки
extinguished,загасени
spiritually,духовно
bray,брей
Ofelia,Офелия
foyer,фоайе
wheeled,колесни
creams,кремове
improvised,импровизиран
conjunction,съчетание
Capricorn,Козирог
copilot,втори пилот
purses,портмонета
abrasions,охлузвания
unfriendly,неприятелски
Danton,Дантон
coerced,принуден
sheriffs,шерифи
landscapes,пейзажи
gander,гусък
woodwork,дървена дограма
Gae,Гае
Taurus,Телец
froggy,жабешко
peacekeeper,миротворец
syllable,сричка
deliverance,избавление
simulations,симулации
downed,свален
ld,л.д
shifty,неподвижен
leaky,спукан
bonehead,костоглавец
Deva,Дева
banger,удар
Hatcher,Хатчър
manifestation,проявление
nursed,кърмена
sparing,щадящ
adiós,адиос
está,está
Kes,Кес
C4,C4
piggyback,пратка
offending,обидно
longevity,дълголетие
marmalade,мармалад
smurfs,смърфове
Genghis,Чингиз
Chilton,Чилтън
binder,свързващо вещество
heathens,езичници
iconic,емблематичен
Joni,Джони
slurring,мърморене
humid,влажен
jumpers,джъмпери
aaa,ааа
hanks,ханки
molasses,меласа
Gettysburg,Гетисбърг
fares,тарифи
tremor,тремор
Tej,Теж
Yellowstone,Йелоустоун
tron,трон
subordinate,подчинен
periscope,перископ
spectator,зрител
infidel,неверник
Charmaine,Чармейн
governing,управляващи
hue,нюанс
bots,ботове
one'll,един ще
progressed,напредна
Ajax,Аякс
signorina,синьорина
adventurer,авантюрист
stardust,звезден прах
navel,пъпа
insecurity,несигурност
Heathcliff,Хийтклиф
Myeong,Мьонг
illnesses,заболявания
censorship,цензура
Rosenberg,Розенберг
fined,глобен
advertised,рекламиран
Karp,Карп
insure,застраховам
beehive,кошер
magma,магма
vixen,лисица
generates,генерира
Hachi,Хачи
rogues,мошеници
tarmac,асфалт
eloquent,красноречив
newfound,новооткрит
milkman,млекар
menacing,заплашително
halftime,полувреме
instability,нестабилност
Hutton,Хътън
fruitful,плодотворен
detach,отделям се
exhilarating,въодушевяващ
tasteless,безвкусен
Seville,Севиля
hak,хак
shriek,крясък
afoot,пеша
therein,там
disfigured,обезобразен
Smee,Сми
Khun,Кхун
amplified,усилва се
mermaids,русалки
extinguish,гасят
revolutions,революции
Georgian,грузински
agonizing,агонизиращ
graciously,любезно
US$,щатски долари
puta,пута
ach,ах
infants,кърмачета
commons,общ
clairvoyant,ясновидец
tingle,изтръпване
farthest,най-далече
mandrake,мандрагора
Braga,Брага
piazza,пиаца
warranty,Гаранция
filly,кобиличка
teas,чайове
leased,нает
ghouls,духове
Meggie,Меги
devise,измислям
vigorous,енергичен
felons,престъпници
mistaking,погрешно
pinot,пино
vibrator,вибратор
Veda,Веда
Aldous,Олдъс
canvassing,агитация
corset,корсет
Mila,Мила
lib,либ
grinch,гринч
pimple,пъпка
enchantment,омагьосване
housewarming,домакинство
Hartmann,Хартман
Greendale,Грийндейл
backdoor,задна врата
dives,гмуркания
pesky,досаден
pacemaker,пейсмейкър
completes,завършва
sentient,съзнателен
bodied,плътен
clipping,изрязване
Belmont,Белмонт
advisory,консултативен
dο,правя
mg,мг
specifications,спецификации
Starks,Старкс
Marcellus,Марцел
wasn´t,не беше
attributed,приписани
triplets,тризнаци
upstream,нагоре по течението
craigslist,craigslist
staples,скоби
irreversible,необратим
hooded,с качулка
Stamper,Stamper
Gaelic,галски
stair,стълбище
flinch,трепвам
klicks,кликове
zephyr,зефир
competitions,състезания
Ric,Рик
fountains,фонтани
tourniquet,турникет
"\pos(375,5","\pos(375,5"
Del.,Дел.
protectors,протектори
twirl,въртя се
incinerated,изпепелени
crease,гънка
mined,добивани
candor,откровеност
twerp,твърп
Haynes,Хейнс
geo,гео
Rhoda,Рода
rots,гниене
disobedience,неподчинение
clerical,чиновнически
inconsistent,непоследователен
Krueger,Крюгер
Jurassic,Джурасик
systematically,систематично
bayonets,щикове
chaste,целомъдрен
llama,лама
whimsical,причудлив
Anand,Ананд
bisexual,двуполов
inspected,инспектирани
lovingly,с любов
hopin,скачай вътре
charades,шаради
roasting,печене
lt´s,негов
offends,обижда
mee,мие
compels,принуждава
illuminate,осветяват
bagging,пакетиране в торби
relieving,облекчаващ
I.D.'d,I.D
scepter,скиптър
counterattack,контраатака
hedges,жив плет
critter,създание
Suresh,Суреш
urinate,уринирам
nerdy,изперкал
sustainable,устойчиви
mistresses,любовници
glucose,глюкоза
Reddy,Реди
eyre,Ейр
gibbering,бърборене
wat,ват
musk,мускус
stapler,телбод
Marple,Марпъл
hypnotize,хипнотизирам
woven,тъкани
vets,ветеринари
31st,31-ви
expiration,изтичане
nappy,пелена
antidepressants,антидепресанти
torque,въртящ момент
Greenleaf,Greenleaf
Albania,Албания
40th,40-ти
Abdullah,Абдула
Annabeth,Анабет
Bucharest,Букурещ
quilt,юрган
Pippa,Пипа
Horus,Хор
golfing,голф
Rana,Рана
graph,графика
avert,предотвратявам
displaced,разместен
absorbing,абсорбиращ
IMF,МВФ
combining,комбиниране
beaucoup,beaucoup
thunderstorm,гръмотевична буря
incorporate,включвам
forte,форте
mea,меа
cools,охлажда
chakra,чакра
whup,бая
McAllister,Макалистър
lieu,заместник
antiquities,антики
appetit,апетит
captures,улавя
Nicaragua,Никарагуа
incapacitated,недееспособен
semper,semper
weatherman,синоптик
displacement,денивелация
dashed,пунктирана
revolving,револвиращ
poncho,пончо
blueberries,боровинки
glaciers,ледници
strands,нишки
unraveling,разплитане
gash,рана
Moneypenny,Moneypenny
chimera,химера
isn,изп
flatten,изравнявам
Serrano,Серано
jangling,дрънкане
Buddhism,будизъм
Dowd,Дауд
burdened,обременени
radically,радикално
Arcadia,Аркадия
Somerset,Съмърсет
Englishmen,англичани
slump,спад
homeroom,класна стая
whacking,удряне
οn,на
flops,провали
privates,редници
sparkly,искрящо
Boromir,Боромир
earpiece,слушалка
inexplicable,необяснимо
disagreed,несъгласен
chez,чез
crucifixion,разпъване на кръст
Julianne,Джулиан
G'Kar,Г'Кар
whiny,хленчещ
accursed,прокълнат
Rajesh,Раджеш
environments,среди
babble,бърборене
dribble,дрибъл
Aaargh,Aaargh
canals,канали
reversing,заден ход
gm,gm
cinematography,кинематография
doable,изпълнимо
royalties,хонорари
haywire,побъркан
pricey,скъпо
moped,мотопед
Guantanamo,Гуантанамо
firefight,престрелка
forearm,предмишницата
saviors,спасители
salted,осолена
usage,използване
confronting,конфронтиране
Sodom,Содом
midterm,средносрочен
poultry,домашни птици
tact,такт
pearly,перлен
busiest,най-натоварен
buzzed,бръмча
mortgages,ипотеки
Fremont,Фримонт
brie,бри
Alaric,Аларик
supermodel,супермодел
Zuko,Зуко
heaps,купчини
scratchy,драскотини
Ephram,Ефрам
woes,неволи
overalls,гащеризони
liberals,либерали
schooled,обучен
provision,осигуряване
storyteller,разказвач
sana,сана
boning,обезкостяване
aptitude,способност
libraries,библиотеки
uniquely,уникално
Bilal,Билал
Eren,Ерен
appétit,апетит
displeased,недоволен
coals,въглища
Augusta,Августа
fodder,фураж
subtitled,със субтитри
l`ve,Аз съм
forgetful,забравящ
bishops,епископи
Atreides,Атриди
smoother,по-гладка
airways,дихателни пътища
squishing,мачкане
robs,ограбва
launches,стартира
barman,барман
bitchin,кучка
trustee,попечител
blunder,гаф
sustaining,поддържане
irreplaceable,незаменим
scandals,скандали
Katharine,Катрин
provenza,провенца
Smithsonian,Смитсониън
overflow,препълване
precedes,предхожда
standoff,противопоставяне
attachments,прикачени файлове
anchovies,аншоа
Hawke,Хоук
skitters,скитъри
enmity,вражда
ingested,погълнат
goth,гот
acne,акне
Othello,Отело
verification,проверка
butting,блъскане
lakh,лакх
Sandro,Сандро
prawn,скарида
flattened,сплескан
spidey,паяк
grr,grr
ain,ain
SAS,SAS
golfer,играч на голф
blockbuster,блокбъстър
gutless,безсмъртен
henchmen,поддръжници
favourites,любими
Mullins,Мълинс
Frenchmen,французи
commendation,похвала
jeweler,бижутер
Stratton,Стратън
stinker,смрадливец
spar,лонжерон
constituents,съставни части
squishy,гъст
barrage,бараж
Ghostbusters,ловци на духове
degradation,деградация
platforms,платформи
turban,тюрбан
Dupree,Дюпри
rustic,селски
resonance,резонанс
Cochise,Кочиз
Pauly,Поли
decreed,постановено
swaying,клатене
expulsion,експулсиране
subterranean,подземни
Redding,Рединг
I`ll,аз ще
Linderman,Линдерман
smokers,пушачи
ranting,ревене
extremists,екстремисти
missionaries,мисионери
teamed,обединени в екип
utilities,комунални услуги
assert,твърдят
wonderin,чудя се
Norah,Нора
sovereignty,суверенитет
droning,дрънкане
sheen,блясък
Livingston,Ливингстън
Guillaume,Гийом
inadvertently,без да искам
recovers,възстановява се
grilling,печене на скара
Montenegro,Черна гора
sasquatch,саскуоч
Laverne,Лаверн
mystique,мистика
Montecito,Монтесито
pounded,начукан
attribute,атрибут
railroads,жп линии
1960s,1960 г
interruptions,прекъсвания
cookbook,готварска книга
shudder,потръпвам
Volkswagen,Фолксваген
Moz,Moz
workings,работа
comedians,комедианти
arches,арки
Octavian,Октавиан
phobia,фобия
lundy,Лънди
dissertation,дисертация
contraction,свиване
Kaitlin,Кейтлин
mausoleum,мавзолей
Batista,Батиста
taunt,подигравка
monoxide,монооксид
repression,репресия
fiat,фиат
Inuyasha,Инуяша
juju,джуджу
Ph.D.,Доцент доктор.
acquiring,придобиване
widowed,овдовял
railways,железници
Ashok,Ашок
constitute,представляват
Pryor,Прайър
progression,прогресия
hugely,изключително много
clubbing,клубове
unmanned,безпилотен
witted,остроумен
converting,конвертиране
Gaza,Газа
voyages,плавания
Harv,Харв
fairytale,приказка
fastened,закрепени
Simran,Симран
soundly,здраво
annoys,дразни
deportation,депортиране
undying,неумиращ
Jiminy,Джимини
yelp,писък
muted,заглушен
watery,воднисти
archaeology,археология
inadmissible,недопустимо
relays,релета
calmer,по-спокоен
commoner,простолюдие
Gopal,Гопал
migraines,мигрена
treadmill,бягаща пътека
upriver,нагоре по реката
Paloma,Палома
frightfully,ужасно
Deckard,Декард
debs,дебс
B.P.,Б.П.
Beckham,Бекъм
Etta,Ета
pathway,пътека
overwhelm,затрупвам
Murat,Мурат
submissive,покорен
detox,детокс
ebola,ебола
idealist,идеалист
Svetlana,Светлана
ember,жарава
ornaments,орнаменти
dias,диас
Germain,Жермен
contusions,контузии
landline,стационарен телефон
Dethklok,Dethklok
scheduling,планиране
pseudo,псевдо
idling,работа на празен ход
duds,глупости
fondue,фондю
modification,модификация
pol,пол
ohhhh,ооооо
sores,рани
arbitrary,произволен
Folsom,Фолсъм
tuba,туба
optics,оптика
checklist,контролен списък
musicals,мюзикъли
comatose,в кома
rugs,килими
adapting,адаптиране
insufferable,непоносимо
Harken,Харкън
diligent,прилежен
hoses,маркучи
charlatan,шарлатанин
relocation,преместване
Bangalore,Бангалор
voter,избирател
grampa,дядо
Gilroy,Гилрой
Aggie,Аги
Scylla,Сцила
gimp,gimp
hearth,огнище
Crewe,Крю
clusters,клъстери
endowed,надарен
trample,тъпчат
bashful,срамежлив
Mayans,маите
zig,зиг
waxing,кола маска
Mohan,Мохан
sharpened,заточени
Dulles,Дълес
microphones,микрофони
boomerang,бумеранг
farsi,фарси
gar,гар
suarez,Суарес
suppression,потискане
Mulwray,Мълурей
finalists,финалисти
tokens,токени
blackboard,Черна дъска
Barnabas,Варнава
picker,берач
guacamole,гуакамоле
singularity,сингулярност
nο,не
Malia,Малия
Rosetta,Розета
Beryl,Берил
uneven,неравен
greener,по-зелен
Troi,Троя
exclaim,възкликвам
paprika,червен пипер
escalating,ескалиращ
walnuts,орехи
ravioli,равиоли
Leicester,Лестър
Earle,Ърл
rock'n'roll,рокендрол
hyacinth,зюмбюл
crushes,смачква
sophistication,изтънченост
Alfa,Алфа
juries,журита
spender,прахосник
contention,спор
grownup,пораснал
Seward,Сюърд
posterity,потомство
corresponding,съответстващ
dilly,дили
deviant,девиантно
illustrated,илюстриран
Dupont,Дюпон
Braxton,Бракстън
dismal,мрачен
Tennyson,Тенисън
McManus,Макманъс
clitoris,клитор
hyeong,хьонг
determining,определящ
downer,надолу
stabs,пробождания
OFFSCREEN,ИЗВЪН ЕКРАН
defends,защитава
acorn,жълъд
doppelganger,двойник
doofus,глупости
succumb,поддавам се
mutilation,осакатяване
docket,деловодство
deserters,дезертьори
Baja,Баха
misread,неправилно прочетено
hosted,домакин
specify,посочете
crawls,пълзи
possessing,притежаващ
nominal,номинален
weathers,времето
headmistress,директорка
Lamborghini,Lamborghini
daredevil,смелчага
spic,пикантност
figs,смокини
Lexus,Lexus
perps,перс
aristocrats,аристократи
neglecting,пренебрегване
distributing,разпределяне
triage,триаж
dined,вечерял
czar,цар
pickpocket,джебчия
Paro,Паро
wouId,бих
Tsui,Цуи
removes,премахва
Mmhmm,Ммммм
hesitating,колебае се
Figaro,Фигаро
sokka,sokka
Camaro,Камаро
wrecks,останки
gopher,gopher
consciously,съзнателно
abstinence,въздържание
Mayhew,Мейхю
bores,скучници
cruisers,крайцери
Giuliano,Джулиано
intermission,антракт
lmpossible,не е възможно
ofhis,от неговия
sisterhood,сестринство
Lanka,Ланка
Balthazar,Балтазар
lackey,лакей
knowed,знаех
Gilligan,Гилиган
hara,хара
ginseng,женшен
regenerate,регенерирам
radish,репичка
Helsinki,Хелзинки
instinctively,инстинктивно
watchtower,наблюдателна кула
trickery,измама
deux,декс
probing,сондиране
nannies,бавачки
flexibility,гъвкавост
patents,патенти
faux,изкуствен
bombardment,бомбардировка
commemorate,отбелязвам
condos,апартаменти
topping,топинг
enables,позволява
Bingham,Бингам
hordes,орди
BuYeo,BuYeo
saddled,оседлан
hashtag,хаштаг
networking,работа в мрежа
mane,грива
Wainwright,Уейнрайт
Hakim,Хаким
Lyn,Лин
Stubbs,Стъбс
unpacked,разопакован
wantto,искам да
alpine,алпийски
sender,изпращач
trustees,попечители
meaner,по-зъл
bough,клонка
glittering,блестящи
attributes,атрибути
cranial,черепен
Dominican,Доминиканска
captives,пленници
immersed,потопен
crowing,грачене
anthropology,антропология
prude,благоразумен
Sundance,Сънданс
actin,актин
flunk,фалк
Latimer,Латимер
snatching,грабване
portals,портали
stub,мъниче
snotty,сополив
attaché,аташе
pawned,заложени
Karla,Карла
Sharona,Шарона
cultivated,култивиран
relinquish,отстъпвам
Volker,Фолкър
telescopes,телескопи
mondo,мондо
bitcoin,биткойн
Munson,Мънсън
Finlay,Финли
cues,реплики
num,бр
Acapulco,Акапулко
tre,тре
stacking,подреждане
mansions,имения
Moroccan,марокански
nicht,nicht
ceilings,тавани
unspoken,неизказано
sunken,потънал
gimmick,трик
tal,тал
coupled,съчетано
playmate,плеймейтка
sickle,сърп
correspond,кореспондирам
pail,кофа
Colombians,колумбийци
bangles,гривни
feeder,хранилка
iknow,Знам
versed,подкован
Susannah,Сузана
asphyxiation,задушаване
nodding,кимане
Melville,Мелвил
miley,Майли
presto,предварително
violets,теменужки
membrane,мембрана
deja,дежа
mopping,почистване
inhabit,обитавам
upfront,предварително
beagle,гонче
tiff,тиф
bodega,бодега
Cato,Катон
Devin,Девин
thermos,термос
briar,бриар
treasured,ценен
burrow,дупка
gull,чайка
triangulate,триъгълник
quirky,странно
Frannie,Франи
medevac,медевакуация
watchdog,куче пазач
ineffective,неефективно
Ibiza,Ибиса
motels,мотели
Dothraki,Дотраки
maniacally,маниакално
Rainer,Райнер
itty,itty
swayed,олюля се
multiplied,умножени
nr,бр
winger,крило
goings,върви
Lange,Ланге
poorest,най-бедните
criticized,критикуван
cited,цитиран
mohawk,ирокез
foolishly,глупаво
droppings,изпражнения
confetti,конфети
prim,прим
harpoon,харпун
tigress,тигрица
degraded,деградирали
congressmen,конгресмени
solstice,слънцестоене
perversion,перверзия
shoppers,купувачи
rarity,рядкост
nom,наз
twittering,чуруликане
digestion,храносмилане
Kahlan,Калан
mir,мир
invasive,инвазивен
RPG,RPG
vigilance,бдителност
stockholders,акционери
refreshed,освежен
Brahms,Брамс
tuppence,тупенция
cutlery,прибори за хранене
lavish,пищен
conceivable,мислимо
nifty,готин
revise,ревизирам
Mayfield,Мейфийлд
ie,т.е
beret,барета
bargained,спазарени
Delores,Делорес
temptations,изкушения
Bulgaria,България
imaginations,въображения
lewd,похотлив
epinephrine,епинефрин
cobalt,кобалт
thane,тане
helix,спирала
boathouse,навес за лодки
epileptic,епилептичен
youths,младежи
requisition,реквизиция
layman,лаик
ranges,диапазони
contagion,зараза
violins,цигулки
empires,империи
Vittorio,Виторио
lengthy,дълъг
erasing,изтриване
Algiers,Алжир
Lilo,Лило
yiddish,идиш
announces,обявява
Woodstock,Уудсток
Friedman,Фридман
Reba,Реба
seltzer,селтер
rb,rb
gooey,лигав
gossiping,клюкарство
oft,често
Arrakis,Аракис
ut,ут
knowledgeable,осведомен
applauds,аплодира
yοur,вашият
pesetas,песети
inherent,присъщи
revolves,върти се
voight,voight
Wentworth,Уентуърт
obese,затлъстели
shih,ши
famously,знаменито
varied,разнообразен
Rafa,Рафа
McGregor,Макгрегър
dorms,общежития
imprison,затварям
cad,кад
unforeseen,непредвидено
maxed,максимално
indict,обвиняем
Nike,Nike
sedatives,успокоителни
bureaucrat,бюрократ
rookies,новобранци
une,une
saver,спасител
spokesperson,говорител
heroics,героизъм
ono,ono
derivative,производна
encourages,насърчава
Corrine,Корин
obliterated,заличени
essentials,неща от първа необходимост
rectum,ректума
criminally,престъпно
recount,преброяване
hussy,уличница
Mohammad,Мохамед
utilize,използвам
MD,MD
Iook,виж
weeps,плаче
runny,течащ
scientology,сциентология
foreboding,предчувствие
ça,ça
fray,разбивам се
Garber,Гарбър
stooge,марионетка
shauna,Шона
albeit,все пак
Frey,Фрей
luscious,пищен
scorpio,скорпион
LeAnn,ЛиАн
how'd,как д
oscars,оскарите
Xing,Xing
pretense,преструвка
Vail,Вейл
vetted,проверени
DEFCON,DEFCON
prius,приус
disturbs,смущава
Winifred,Уинифред
booms,стрели
Cooke,Кук
nitrous,азотен
weakling,слабак
inclination,наклон
ducked,наведена
bedrock,основна скала
we`ll,ние ще
Rikers,Райкърс
Crabtree,Крабтрий
Chechen,чеченски
Meena,Мийна
std,std
moot,спорен
wiretap,подслушване
Zimmerman,Цимерман
handsomely,красиво
temps,времена
deduce,извеждам
metaphorically,метафорично
aerobics,аеробика
pellets,пелети
ebony,абанос
ridges,хребети
urinal,писоар
slaughtering,клане
overlap,припокриване
ambiguous,двусмислен
Rigby,Ригби
Zheng,Джън
frostbite,измръзване
Hague,Хага
bohemian,бохемски
fiddling,цигулка
hematoma,хематом
sawdust,дървени стърготини
alleyway,алея
symbiote,симбиот
assures,уверява
colossus,колос
clutching,стискане
Anatoly,Анатолий
ulterior,скрит
1980s,1980 г
aired,излъчен
swindler,измамник
hitomi,хитоми
Colson,Колсън
node,възел
whims,капризи
relates,се отнася
gory,кървав
Goguryeo,Когурьо
groundhog,мармот
exited,излязъл
flagship,флагман
Agamemnon,Агамемнон
chien,чиен
unconfirmed,непотвърдени
Gustave,Гюстав
expedite,ускорявам
scruples,скрупули
homestead,чифлик
laughin,смея се
unwelcome,нежелан
Fitzpatrick,Фицпатрик
estranged,отчужден
Anu,Ану
comer,идващ
you´d,ти би
eights,осмици
Chennai,Ченай
equilibrium,равновесие
goofing,глупости
refuel,заредете с гориво
emeralds,изумруди
shindig,shindig
Foon,Фун
obstinate,упорит
Obelix,Обеликс
atrocious,зверски
proofs,доказателства
crass,тъп
squaw,скуо
McPherson,Макферсън
toyou,за теб
listenin,слушам
pubs,кръчми
Fuentes,Фуентес
calypso,калипсо
specified,посочени
coworker,колега
jerked,дръпна се
Teo,Тео
hormonal,хормонални
outreach,популяризиране
Gilles,Жил
anterior,преден
janelle,джанел
assigning,възлагане
tootsie,туси
groomed,поддържан
H.R.,H.R.
huffs,възмущение
paintball,пейнтбол
truckload,камион
vocals,вокали
Pelant,Пелант
aided,подпомогнат
samar,самар
vita,вита
pigsty,кочина
congresswoman,конгресменка
summoning,призоваване
slasher,слашър
pecan,пекан
hesitant,колеблив
Caputo,Капуто
dοn't,недей
Oren,Орен
Marquez,Маркес
there's,има
manoeuvre,маневра
McCartney,Маккартни
eluded,избягал
surfers,сърфисти
ticked,отметнато
inquisitor,инквизитор
lament,оплаквам се
hourglass,пясъчен часовник
Allegra,Алегра
Ecuador,Еквадор
oiled,намаслена
misunderstandings,недоразумения
looker,гледач
branding,брандиране
reactors,реактори
baggy,торбест
whoopee,ура
cowl,кожух
edged,ръбест
grievances,оплаквания
adolescence,юношеството
CBC,ТГС
overseeing,надзор
haven´t,не са
Takahashi,Такахаши
tempest,буря
dropout,отпадат
in't,в не
regulator,регулатор
dissatisfied,неудовлетворен
monstrosity,чудовищност
mechanisms,механизми
Uganda,Уганда
P.R.,П.Р.
clack,клак
Tillman,Тилман
sutures,конци
mullet,кефал
holders,държачи
bulge,издутина
anvil,наковалня
battlestar,бойна звезда
pastime,забавление
Kazakhstan,Казахстан
scatting,разпръскване
petal,венчелистче
rapport,разбирателство
integral,интегрална
Alia,Алия
luckier,по-голям късмет
Ronan,Ронан
stabilizing,стабилизиращ
trapeze,трапец
hooters,гудки
ang,анг
Haku,Хаку
aftershave,афтършейв
nighty,нощно време
pheromones,феромони
jenn,Джен
lactose,лактоза
forthwith,незабавно
Nisha,Ниша
craze,лудост
curling,кърлинг
stumpy,напънат
Dahl,Дал
correcting,коригиране
suburb,предградие
frock,рокля
wanton,безсмислен
americano,американо
ts,ц
J.C.,J.C.
toodle,тодъл
Theon,Вкл
Donaghy,Донахи
wreak,сея
trimmed,подстриган
paroled,условно освободен
wag,размахвам се
piston,бутало
shoveling,лопата
zoning,зониране
laboratories,лаборатории
compiled,компилиран
exempt,освободени
concessions,отстъпки
Koji,Коджи
validate,валидирам
vomited,повръщане
Lavinia,Лавиния
buzzard,мишелов
dramas,драми
Winona,Уинона
defibrillator,дефибрилатор
groping,опипване
crusaders,Кръстоносци
Marlow,Марлоу
Stauffenberg,Щауфенберг
NASCAR,НАСКАР
femoral,бедрена
succeeding,преуспяващ
snatcher,крадец
cob,кочан
bureaucrats,бюрократи
cornerstone,крайъгълен камък
ballots,бюлетини
Nagasaki,Нагасаки
ESPN,ESPN
armchair,фотьойл
engagements,ангажименти
Lebanese,Ливански
Loxley,Локсли
checkin,регистрация
mahi,махи
decorative,декоративни
dubbed,дублиран
defies,се противопоставя
negligent,небрежен
memos,бележки
Sarajevo,Сараево
Abernathy,Абернати
nous,ум
Shangri,Шангри
inverted,обърната
Chantal,Шантал
Glover,Глоувър
splashed,изпръскан
rotted,изгнили
deport,депортирам
countenance,физиономия
flicks,движения
magnetism,магнетизъм
antelope,антилопа
worshipping,поклонение
Addie,Ади
drover,шофьор
plagues,язви
bowers,беседки
antics,лудории
Rina,Рина
terrorized,тероризиран
MJ,MJ
surpassed,надминат
aphrodisiac,афродизиак
apps,приложения
nonexistent,несъществуващ
Blackwell,Блекуел
Southampton,Саутхемптън
dislikes,нехаресвания
escalated,ескалира
rhythms,ритми
hummingbird,колибри
buenas,буенас
Aramis,Арамис
sig,сиг
weakening,отслабване
guitarist,китарист
gymnasium,физкултурен салон
pum,помпа
thunk,тънк
gummy,гумен
spheres,сфери
cancellation,анулиране
Hsiao,Хсиао
turbine,турбина
priory,приорат
alchemist,алхимик
disclosed,разкрит
blanco,бланко
fad,прищявка
towing,теглене
longtime,дълго време
pooper,пупър
kush,куш
multitude,множество
enlarge,уголемяване
preferable,за предпочитане
yoke,иго
collaborator,сътрудник
Holliday,почивка
Beyoncé,Бионсе
Kenzi,Кензи
strapping,ремъци
blowtorch,горелка
delicately,деликатно
quench,утолявам
stoke,топя
broadcasts,излъчвания
erupted,избухна
sprinklers,пръскачки
Burmese,бирманска
seasoning,подправка
pedigree,родословие
Katerina,Катерина
guten,гутен
Gerda,Герда
prickly,бодлив
brainless,безмозъчен
hospitable,гостоприемен
brothels,бордеи
olden,стар
I.T.,ТО.
stirs,разбърква
wielding,владеещ
spoiler,спойлер
Roddy,Роди
leapt,скочи
Pim,Пим
automobiles,автомобили
distasteful,неприятно
ak,ак
perseverance,постоянство
Manion,Manion
Merrin,Мерин
conjugal,съпружески
implication,внушение
hallmark,отличителен белег
bawling,ревене
experimentation,експериментиране
trumpeting,тръбене
mesh,мрежа
greyhound,хрътка
shuttles,совалки
uncalled,неповикан
birthing,раждане
Dao,Дао
girdle,пояс
deduct,приспадам
lode,жила
Caspar,Каспар
gallop,галоп
screwy,гадно
forbade,забранено
cyclone,циклон
flustered,разтревожен
discs,дискове
thumper,тупач
Amador,Амадор
dei,деи
daydream,блян
payin,плащам
shambles,бъркотии
Mookie,Муки
Moria,Мория
scorch,обгарям
feathered,пернат
hummer,Hummer
clutter,безпорядък
tenacious,упорит
outnumber,превъзхождат на брой
Keeler,Кийлър
Uri,Ури
adoptive,осиновител
munching,хрупане
consummate,съвършен
approximate,приблизителен
Zordon,Зордон
kroner,крони
sanitarium,санаториум
cramping,спазми
appease,успокоявам
promotions,промоции
haters,хейтъри
severity,тежест
Kovac,Ковач
Nugent,Nugent
squeamish,гнуслив
Vick,Вик
docs,документи
galleries,галерии
P.O.,П.О.
tonnes,тона
feverish,трескав
hourly,почасово
capsules,капсули
doh,дох
jailer,тъмничар
telegrams,телеграми
sanctions,санкции
jugs,кани
backfired,обратен ефект
mobility,мобилност
ons,включвания
vomits,повръща
royals,кралски особи
booths,кабинки
